id,patch_path,label,label_confidence,scene_id,acquired_at,cloud_cover,source_asset,review_required
sma-uf-23843,data\imagery\sma_river_aggregate_patches\sma-uf-23843.png,known_aggregate_site,0.8,S2B_18GXV_20250323_0_L2A,2025-03-23T14:54:19.992000Z,0.000224,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/G/XV/2025/3/S2B_18GXV_20250323_0_L2A/TCI.tif,yes
sma-uf-24614,data\imagery\sma_river_aggregate_patches\sma-uf-24614.png,known_aggregate_site,0.8,S2B_18GXP_20260404_0_L2A,2026-04-04T14:45:52.004000Z,0.180991,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/G/XP/2026/4/S2B_18GXP_20260404_0_L2A/TCI.tif,yes
sma-uf-24615,data\imagery\sma_river_aggregate_patches\sma-uf-24615.png,known_aggregate_site,0.8,S2B_18GXP_20260404_0_L2A,2026-04-04T14:45:52.004000Z,0.180991,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/G/XP/2026/4/S2B_18GXP_20260404_0_L2A/TCI.tif,yes
sma-uf-2744,data\imagery\sma_river_aggregate_patches\sma-uf-2744.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-2796,data\imagery\sma_river_aggregate_patches\sma-uf-2796.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-2814,data\imagery\sma_river_aggregate_patches\sma-uf-2814.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-2839,data\imagery\sma_river_aggregate_patches\sma-uf-2839.png,known_aggregate_site,0.8,S2C_19HBV_20251203_0_L2A,2025-12-03T14:53:13.503000Z,4.3e-05,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/BV/2025/12/S2C_19HBV_20251203_0_L2A/TCI.tif,yes
sma-uf-3473,data\imagery\sma_river_aggregate_patches\sma-uf-3473.png,known_aggregate_site,0.8,S2B_18GXV_20250323_0_L2A,2025-03-23T14:54:19.992000Z,0.000224,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/G/XV/2025/3/S2B_18GXV_20250323_0_L2A/TCI.tif,yes
sma-uf-3474,data\imagery\sma_river_aggregate_patches\sma-uf-3474.png,known_aggregate_site,0.8,S2B_18GXV_20250323_0_L2A,2025-03-23T14:54:19.992000Z,0.000224,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/G/XV/2025/3/S2B_18GXV_20250323_0_L2A/TCI.tif,yes
sma-uf-3491,data\imagery\sma_river_aggregate_patches\sma-uf-3491.png,known_aggregate_site,0.8,S2B_18HXC_20250221_0_L2A,2025-02-21T14:53:44.764000Z,0.00426,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/H/XC/2025/2/S2B_18HXC_20250221_0_L2A/TCI.tif,yes
sma-uf-3492,data\imagery\sma_river_aggregate_patches\sma-uf-3492.png,known_aggregate_site,0.8,S2B_18HYC_20250221_0_L2A,2025-02-21T14:53:40.756000Z,0.000133,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/H/YC/2025/2/S2B_18HYC_20250221_0_L2A/TCI.tif,yes
