id,patch_path,label,label_confidence,scene_id,acquired_at,cloud_cover,source_asset,review_required
hydro-background-0026,data\imagery\river_background_patches\hydro-background-0026.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0027,data\imagery\river_background_patches\hydro-background-0027.png,background_river_candidate,0.55,S2A_19KER_20260226_0_L2A,2026-02-26T14:51:27.379000Z,0.038523,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/ER/2026/2/S2A_19KER_20260226_0_L2A/TCI.tif,yes
hydro-background-0028,data\imagery\river_background_patches\hydro-background-0028.png,background_river_candidate,0.55,S2C_19KEP_20260621_0_L2A,2026-06-21T14:49:32.099000Z,0.2412,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EP/2026/6/S2C_19KEP_20260621_0_L2A/TCI.tif,yes
hydro-background-0029,data\imagery\river_background_patches\hydro-background-0029.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0030,data\imagery\river_background_patches\hydro-background-0030.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0031,data\imagery\river_background_patches\hydro-background-0031.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0032,data\imagery\river_background_patches\hydro-background-0032.png,background_river_candidate,0.55,S2B_19KEQ_20260308_0_L2A,2026-03-08T14:49:12.656000Z,0.07071,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EQ/2026/3/S2B_19KEQ_20260308_0_L2A/TCI.tif,yes
hydro-background-0033,data\imagery\river_background_patches\hydro-background-0033.png,background_river_candidate,0.55,S2A_19KEP_20250728_0_L2A,2025-07-28T14:49:50.780000Z,0.121947,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EP/2025/7/S2A_19KEP_20250728_0_L2A/TCI.tif,yes
hydro-background-0034,data\imagery\river_background_patches\hydro-background-0034.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0035,data\imagery\river_background_patches\hydro-background-0035.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0036,data\imagery\river_background_patches\hydro-background-0036.png,background_river_candidate,0.55,S2C_19JDN_20260412_0_L2A,2026-04-12T14:49:48.245000Z,0.021065,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/DN/2026/4/S2C_19JDN_20260412_0_L2A/TCI.tif,yes
hydro-background-0037,data\imagery\river_background_patches\hydro-background-0037.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0038,data\imagery\river_background_patches\hydro-background-0038.png,background_river_candidate,0.55,S2B_19KFQ_20250611_0_L2A,2025-06-11T14:49:12.255000Z,0.020041,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FQ/2025/6/S2B_19KFQ_20250611_0_L2A/TCI.tif,yes
hydro-background-0039,data\imagery\river_background_patches\hydro-background-0039.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0040,data\imagery\river_background_patches\hydro-background-0040.png,background_river_candidate,0.55,S2A_19KEQ_20250728_0_L2A,2025-07-28T14:49:36.259000Z,0.103049,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EQ/2025/7/S2A_19KEQ_20250728_0_L2A/TCI.tif,yes
hydro-background-0041,data\imagery\river_background_patches\hydro-background-0041.png,background_river_candidate,0.55,S2A_19KEP_20250728_0_L2A,2025-07-28T14:49:50.780000Z,0.121947,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EP/2025/7/S2A_19KEP_20250728_0_L2A/TCI.tif,yes
hydro-background-0042,data\imagery\river_background_patches\hydro-background-0042.png,background_river_candidate,0.55,S2A_19KEP_20250728_0_L2A,2025-07-28T14:49:50.780000Z,0.121947,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EP/2025/7/S2A_19KEP_20250728_0_L2A/TCI.tif,yes
hydro-background-0043,data\imagery\river_background_patches\hydro-background-0043.png,background_river_candidate,0.55,S2B_19KEQ_20260308_0_L2A,2026-03-08T14:49:12.656000Z,0.07071,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EQ/2026/3/S2B_19KEQ_20260308_0_L2A/TCI.tif,yes
hydro-background-0044,data\imagery\river_background_patches\hydro-background-0044.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0045,data\imagery\river_background_patches\hydro-background-0045.png,background_river_candidate,0.55,S2C_19KEQ_20260313_0_L2A,2026-03-13T14:49:19.952000Z,0.154435,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EQ/2026/3/S2C_19KEQ_20260313_0_L2A/TCI.tif,yes
hydro-background-0046,data\imagery\river_background_patches\hydro-background-0046.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0047,data\imagery\river_background_patches\hydro-background-0047.png,background_river_candidate,0.55,S2C_19JDN_20260412_0_L2A,2026-04-12T14:49:48.245000Z,0.021065,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/DN/2026/4/S2C_19JDN_20260412_0_L2A/TCI.tif,yes
hydro-background-0048,data\imagery\river_background_patches\hydro-background-0048.png,background_river_candidate,0.55,S2B_19KDQ_20260301_0_L2A,2026-03-01T14:59:15.057000Z,0.01314,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/3/S2B_19KDQ_20260301_0_L2A/TCI.tif,yes
hydro-background-0049,data\imagery\river_background_patches\hydro-background-0049.png,background_river_candidate,0.55,S2C_19JEN_20260412_0_L2A,2026-04-12T14:49:44.890000Z,0.535479,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/EN/2026/4/S2C_19JEN_20260412_0_L2A/TCI.tif,yes
hydro-background-0050,data\imagery\river_background_patches\hydro-background-0050.png,background_river_candidate,0.55,S2A_19KEP_20250728_0_L2A,2025-07-28T14:49:50.780000Z,0.121947,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EP/2025/7/S2A_19KEP_20250728_0_L2A/TCI.tif,yes
hydro-background-0051,data\imagery\river_background_patches\hydro-background-0051.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0052,data\imagery\river_background_patches\hydro-background-0052.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0053,data\imagery\river_background_patches\hydro-background-0053.png,background_river_candidate,0.55,S2C_19JDN_20260412_0_L2A,2026-04-12T14:49:48.245000Z,0.021065,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/DN/2026/4/S2C_19JDN_20260412_0_L2A/TCI.tif,yes
hydro-background-0054,data\imagery\river_background_patches\hydro-background-0054.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0055,data\imagery\river_background_patches\hydro-background-0055.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0056,data\imagery\river_background_patches\hydro-background-0056.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0057,data\imagery\river_background_patches\hydro-background-0057.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0058,data\imagery\river_background_patches\hydro-background-0058.png,background_river_candidate,0.55,S2B_19KDQ_20260301_0_L2A,2026-03-01T14:59:15.057000Z,0.01314,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/3/S2B_19KDQ_20260301_0_L2A/TCI.tif,yes
hydro-background-0059,data\imagery\river_background_patches\hydro-background-0059.png,background_river_candidate,0.55,S2C_19JEN_20260412_0_L2A,2026-04-12T14:49:44.890000Z,0.535479,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/EN/2026/4/S2C_19JEN_20260412_0_L2A/TCI.tif,yes
hydro-background-0060,data\imagery\river_background_patches\hydro-background-0060.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0061,data\imagery\river_background_patches\hydro-background-0061.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0063,data\imagery\river_background_patches\hydro-background-0063.png,background_river_candidate,0.55,S2B_19KDQ_20260301_0_L2A,2026-03-01T14:59:15.057000Z,0.01314,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/3/S2B_19KDQ_20260301_0_L2A/TCI.tif,yes
hydro-background-0064,data\imagery\river_background_patches\hydro-background-0064.png,background_river_candidate,0.55,S2B_19KEQ_20260308_0_L2A,2026-03-08T14:49:12.656000Z,0.07071,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EQ/2026/3/S2B_19KEQ_20260308_0_L2A/TCI.tif,yes
hydro-background-0065,data\imagery\river_background_patches\hydro-background-0065.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0066,data\imagery\river_background_patches\hydro-background-0066.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0067,data\imagery\river_background_patches\hydro-background-0067.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0068,data\imagery\river_background_patches\hydro-background-0068.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0069,data\imagery\river_background_patches\hydro-background-0069.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0070,data\imagery\river_background_patches\hydro-background-0070.png,background_river_candidate,0.55,S2C_19JEN_20260412_0_L2A,2026-04-12T14:49:44.890000Z,0.535479,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/EN/2026/4/S2C_19JEN_20260412_0_L2A/TCI.tif,yes
hydro-background-0071,data\imagery\river_background_patches\hydro-background-0071.png,background_river_candidate,0.55,S2C_19JEN_20260412_0_L2A,2026-04-12T14:49:44.890000Z,0.535479,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/EN/2026/4/S2C_19JEN_20260412_0_L2A/TCI.tif,yes
hydro-background-0072,data\imagery\river_background_patches\hydro-background-0072.png,background_river_candidate,0.55,S2C_19JDN_20260412_0_L2A,2026-04-12T14:49:48.245000Z,0.021065,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/J/DN/2026/4/S2C_19JDN_20260412_0_L2A/TCI.tif,yes
hydro-background-0073,data\imagery\river_background_patches\hydro-background-0073.png,background_river_candidate,0.55,S2B_19KDQ_20260301_0_L2A,2026-03-01T14:59:15.057000Z,0.01314,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/3/S2B_19KDQ_20260301_0_L2A/TCI.tif,yes
hydro-background-0074,data\imagery\river_background_patches\hydro-background-0074.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0075,data\imagery\river_background_patches\hydro-background-0075.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0076,data\imagery\river_background_patches\hydro-background-0076.png,background_river_candidate,0.55,S2B_19KEQ_20260308_0_L2A,2026-03-08T14:49:12.656000Z,0.07071,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EQ/2026/3/S2B_19KEQ_20260308_0_L2A/TCI.tif,yes
hydro-background-0077,data\imagery\river_background_patches\hydro-background-0077.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0078,data\imagery\river_background_patches\hydro-background-0078.png,background_river_candidate,0.55,S2B_19KDQ_20260301_0_L2A,2026-03-01T14:59:15.057000Z,0.01314,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/3/S2B_19KDQ_20260301_0_L2A/TCI.tif,yes
hydro-background-0079,data\imagery\river_background_patches\hydro-background-0079.png,background_river_candidate,0.55,S2A_19KDQ_20260226_0_L2A,2026-02-26T14:51:45.327000Z,0.121811,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DQ/2026/2/S2A_19KDQ_20260226_0_L2A/TCI.tif,yes
hydro-background-0080,data\imagery\river_background_patches\hydro-background-0080.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0081,data\imagery\river_background_patches\hydro-background-0081.png,background_river_candidate,0.55,S2B_19KDP_20260417_0_L2A,2026-04-17T14:49:32.705000Z,0.036453,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/DP/2026/4/S2B_19KDP_20260417_0_L2A/TCI.tif,yes
hydro-background-0082,data\imagery\river_background_patches\hydro-background-0082.png,background_river_candidate,0.55,S2B_19KFP_20260417_0_L2A,2026-04-17T14:49:25.631000Z,0.026926,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/FP/2026/4/S2B_19KFP_20260417_0_L2A/TCI.tif,yes
hydro-background-0083,data\imagery\river_background_patches\hydro-background-0083.png,background_river_candidate,0.55,S2A_19KEP_20250728_0_L2A,2025-07-28T14:49:50.780000Z,0.121947,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/K/EP/2025/7/S2A_19KEP_20250728_0_L2A/TCI.tif,yes
