id,lon,lat,label,observed_at,window_before_days,window_after_days,confidence,precision,source_url
hydro-background-0021,-68.94526249,-24.35788463,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0022,-69.7008757,-23.25663535,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0023,-67.57929468,-24.03388268,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0024,-68.62083525,-24.86492773,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0025,-68.63416818,-23.07875837,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0026,-68.91497575,-23.41932969,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0027,-68.86972201,-22.68207019,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0028,-68.6994844,-24.45741338,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0029,-67.91005749,-23.96620458,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0030,-67.95149532,-23.97898066,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0031,-68.95085296,-24.05987447,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0032,-68.6008104,-22.88297785,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0033,-68.65050734,-24.39561759,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0034,-69.06076779,-24.13553644,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0035,-69.33526838,-23.20651598,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0036,-68.95146713,-25.31318052,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0037,-68.92457025,-23.33368207,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0038,-67.71920653,-23.40448836,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0039,-67.47011437,-24.03459419,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0040,-68.73047632,-23.35858707,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0041,-68.75718972,-24.07604502,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0042,-68.64639933,-24.27297787,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0043,-68.80165289,-22.82785789,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0044,-69.38871492,-23.21526856,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0045,-68.76966053,-23.53967491,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0046,-67.37686478,-23.94329738,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0047,-69.08208529,-25.05888824,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0048,-69.63673986,-22.98874746,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0049,-68.57052552,-24.55138293,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0050,-68.0159436,-24.17865836,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0051,-67.77077458,-23.65118759,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0052,-69.07465579,-22.77999872,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0053,-69.03778356,-25.34878705,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0054,-67.66593982,-24.1337524,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0055,-68.94661744,-24.37962914,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0056,-69.08903849,-24.0562089,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0057,-67.67471789,-23.66709579,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0058,-69.85970748,-22.86046513,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0059,-68.60030611,-24.71491965,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0060,-69.13537242,-23.70716552,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0061,-69.09423776,-23.66013222,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0062,-69.72954285,-23.23768028,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0063,-69.73319367,-22.95167177,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0064,-68.92411949,-22.95292846,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0065,-69.18650321,-22.88657764,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0066,-69.0483676,-24.40583329,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0067,-69.00548061,-23.19009924,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0068,-69.06908182,-22.81860077,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0069,-67.42783175,-24.05267222,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0070,-68.73895102,-24.69835732,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0071,-68.58103453,-24.72172978,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0072,-69.15193554,-24.97264182,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0073,-69.74399748,-22.9948463,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0074,-68.93890449,-24.18766842,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0075,-68.98329028,-24.03668408,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0076,-68.7522934,-23.10350177,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0077,-69.52563376,-23.20236034,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0078,-69.89742797,-23.04403586,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0079,-69.09875146,-23.18903647,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0080,-69.07964391,-23.86408051,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0081,-68.96620939,-24.13767808,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0082,-67.96419533,-24.16990535,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0083,-68.68128579,-24.14218641,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0084,-69.73965536,-23.1616744,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0085,-68.42546597,-25.05540228,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0086,-68.97827309,-24.09954506,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0087,-68.70905333,-24.96848163,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0088,-68.63831535,-24.85622246,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0089,-69.90590079,-23.06067147,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0090,-69.10881765,-23.50743264,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0091,-67.94837529,-24.01869285,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0092,-67.47246645,-23.79383552,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0093,-69.01966783,-23.43238857,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0094,-68.72629674,-23.94980497,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0095,-68.83860916,-24.24634756,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0096,-68.64825228,-23.182759,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0097,-69.072561,-24.73048734,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0098,-68.7294145,-24.84282649,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0099,-68.82724193,-23.38747236,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0100,-69.48299434,-22.95754388,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0101,-68.6159741,-24.88745474,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0102,-69.23689378,-23.1314128,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0103,-67.86048843,-24.12310562,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0104,-68.82041731,-24.65741258,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0105,-67.72015262,-23.71372072,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0106,-68.93027269,-22.94200277,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0107,-68.7730896,-23.01267502,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0108,-69.68091459,-23.24745668,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0109,-69.55545783,-22.95573745,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0110,-68.07245718,-24.22718591,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0111,-68.96879994,-24.35648294,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0112,-68.74044624,-23.98167431,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0113,-68.56655127,-24.61249399,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0114,-69.11656736,-23.49258914,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0115,-68.57234492,-24.84082908,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0116,-68.36487842,-25.12157294,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0117,-68.99996015,-24.02732046,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0118,-69.33582859,-23.17815735,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0119,-69.16351775,-22.95359856,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0120,-68.55352907,-23.02231102,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0121,-68.9296001,-23.9990756,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0122,-67.75355449,-24.1347556,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0123,-68.63928472,-24.70633984,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0124,-69.42281744,-23.27955195,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0125,-68.74220743,-23.53037147,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0126,-67.9858647,-24.10551196,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0127,-69.02300264,-23.21628701,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0128,-67.47375405,-23.77683041,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0129,-69.13267905,-24.9538834,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0130,-68.96305755,-25.35662759,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0131,-68.84625559,-23.37653217,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0132,-68.72819443,-23.87027746,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0133,-68.53688736,-24.67278205,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0134,-70.01049169,-23.36879147,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0135,-69.02234771,-23.41387768,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0136,-68.81826259,-22.84958171,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0137,-68.67385661,-24.86453531,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0138,-68.44095663,-24.96809286,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0139,-68.68166996,-24.68049774,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0140,-67.943131,-24.06212287,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0141,-69.82527299,-23.20307116,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0142,-67.90468193,-24.01356406,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0143,-67.81228273,-24.19199563,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0144,-68.68421843,-22.98852796,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0145,-68.79089078,-23.71910871,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0146,-69.19772985,-25.2168985,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0147,-68.83726063,-24.07297401,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0148,-69.10740353,-24.94929258,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0149,-68.56354238,-24.99880001,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0150,-68.77660509,-23.54868411,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0151,-67.67260583,-23.44486101,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0152,-68.7929724,-23.34891366,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0153,-68.78750812,-23.6250249,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0154,-68.55864114,-24.68021122,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0155,-68.70831203,-23.82469053,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0156,-68.60613193,-23.01221736,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0157,-68.71916049,-24.18283006,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0158,-68.82551322,-23.94222663,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0159,-68.59345816,-24.41139827,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0160,-68.70737166,-24.79672675,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0161,-68.59857857,-25.24381809,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0162,-69.09039601,-23.58822699,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0163,-67.40697022,-23.97431754,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0164,-68.03071423,-24.24725354,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0165,-68.84689605,-23.0771655,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0166,-69.1452027,-25.02435098,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0167,-69.23270973,-23.18161298,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0168,-67.48521536,-24.05656032,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0169,-68.73101983,-23.96871394,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0170,-68.85332227,-24.11301182,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0171,-67.4952183,-23.87689356,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0172,-68.84416673,-22.71913424,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0173,-68.44272373,-25.11635999,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0174,-68.76868618,-23.34714688,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0175,-69.29886538,-23.15407012,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0176,-68.71294628,-25.28874407,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0177,-67.36068033,-23.92294182,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0178,-68.56658799,-23.00514723,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0179,-69.01681546,-23.13952468,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0180,-69.14440328,-23.14493622,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0181,-68.94828486,-22.81084232,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0182,-68.67863961,-25.23833694,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0183,-69.02618672,-24.11929909,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0184,-69.40300519,-23.15644163,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0185,-68.69962356,-22.98165182,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0186,-68.81291509,-24.00374823,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0187,-69.20687569,-23.18163547,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0188,-68.83562304,-24.75528772,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0189,-68.92488267,-22.9301778,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0190,-67.72535917,-23.44204231,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0191,-69.96153251,-23.15025172,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0192,-69.19554151,-22.97102123,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
hydro-background-0193,-67.68512966,-23.52886842,background_river_candidate,,90,90,,hydrography_vertex,https://geoportal.cl/geoserver/Hidrografia/wfs
