id,patch_path,label,label_confidence,scene_id,acquired_at,cloud_cover,source_asset,review_required
sma-uf-19719,data\imagery\sma_river_aggregate_patches\sma-uf-19719.png,known_aggregate_site,0.8,S2C_19HBV_20251203_0_L2A,2025-12-03T14:53:13.503000Z,4.3e-05,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/BV/2025/12/S2C_19HBV_20251203_0_L2A/TCI.tif,yes
sma-uf-19745,data\imagery\sma_river_aggregate_patches\sma-uf-19745.png,known_aggregate_site,0.8,S2B_18GYQ_20260104_0_L2A,2026-01-04T14:45:32.889000Z,0.000362,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/G/YQ/2026/1/S2B_18GYQ_20260104_0_L2A/TCI.tif,yes
sma-uf-19779,data\imagery\sma_river_aggregate_patches\sma-uf-19779.png,known_aggregate_site,0.8,S2C_18HXD_20250619_0_L2A,2025-06-19T15:03:40.083000Z,0.00401,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/18/H/XD/2025/6/S2C_18HXD_20250619_0_L2A/TCI.tif,yes
sma-uf-19827,data\imagery\sma_river_aggregate_patches\sma-uf-19827.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-20029,data\imagery\sma_river_aggregate_patches\sma-uf-20029.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-20059,data\imagery\sma_river_aggregate_patches\sma-uf-20059.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-20062,data\imagery\sma_river_aggregate_patches\sma-uf-20062.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-20289,data\imagery\sma_river_aggregate_patches\sma-uf-20289.png,known_aggregate_site,0.8,S2C_19HBD_20260502_0_L2A,2026-05-02T14:52:08.654000Z,0.003679,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/BD/2026/5/S2C_19HBD_20260502_0_L2A/TCI.tif,yes
sma-uf-2038,data\imagery\sma_river_aggregate_patches\sma-uf-2038.png,known_aggregate_site,0.8,S2B_19HCB_20260318_0_L2A,2026-03-18T14:52:29.334000Z,0.001015,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CB/2026/3/S2B_19HCB_20260318_0_L2A/TCI.tif,yes
sma-uf-20681,data\imagery\sma_river_aggregate_patches\sma-uf-20681.png,known_aggregate_site,0.8,S2B_19HCC_20260407_0_L2A,2026-04-07T14:52:17.785000Z,0.000378,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CC/2026/4/S2B_19HCC_20260407_0_L2A/TCI.tif,yes
sma-uf-2072,data\imagery\sma_river_aggregate_patches\sma-uf-2072.png,known_aggregate_site,0.8,S2A_19HCB_20260312_0_L2A,2026-03-12T14:42:58.126000Z,0.00047,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/19/H/CB/2026/3/S2A_19HCB_20260312_0_L2A/TCI.tif,yes
