lat,lon,fecha_inicio,label,region,causa,superficie_ha,mask_type,polygon_id,temporada,split
-36.64527479348736,-72.95416191241328,2022-02-09,1.0,Biobio,Incendios intencionales 2.1.10. Provocado para observar operaciones de combate de incendios forestales,1.0,synthetic_dnbr,,2021-2022,val
-37.08833296847013,-72.55527809114666,2022-03-14,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,15.5,synthetic_dnbr,,2021-2022,val
-37.338332249119226,-66.93222175219391,2022-10-14,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.4,synthetic_dnbr,,2022-2023,train
-36.99249989986379,-67.135559839767,2022-12-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.7,synthetic_dnbr,,2022-2023,train
-37.6482812701265,-73.58641081125896,2021-01-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.114,synthetic_dnbr,,2020-2021,train
-37.12111447097271,-67.16027725910641,2022-11-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.66,synthetic_dnbr,,2022-2023,train
-37.62888747942223,-73.48139028727182,2021-12-19,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2021-2022,train
-37.8277807140518,-67.24027337030252,2023-01-23,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,12.7,synthetic_dnbr,,2022-2023,train
-37.5206973922366,-67.34321768479701,2023-02-12,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.16,synthetic_dnbr,,2022-2023,train
-36.53408008051956,-72.91894235814316,2022-02-10,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.14,synthetic_dnbr,,2021-2022,val
-37.47305573024358,-72.38778269868047,2021-01-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.06,synthetic_dnbr,,2020-2021,val
-37.1788921130813,-72.92444665260034,2022-01-30,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.52,synthetic_dnbr,,2021-2022,train
-37.64111355812327,-67.48527824195173,2023-01-06,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.173,synthetic_dnbr,,2022-2023,train
-37.60167052186156,-73.4116661968339,2022-02-08,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.8,synthetic_dnbr,,2021-2022,train
-37.31416256695331,-72.61666981475797,2020-11-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2020-2021,val
-37.66944030548816,-73.51361488931562,2021-03-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.5,synthetic_dnbr,,2020-2021,train
-37.33047143321791,-72.8280309372042,2020-12-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.23,synthetic_dnbr,,2020-2021,train
-37.317497329751184,-72.18610797036425,2021-03-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.28,synthetic_dnbr,,2020-2021,val
-37.51735375051,-66.5322012707763,2023-03-19,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.0,synthetic_dnbr,,2022-2023,val
-36.630559130949344,-66.9480537904248,2022-11-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.16,synthetic_dnbr,,2022-2023,train
-37.694167838589074,-67.51194174136711,2022-12-20,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.27,synthetic_dnbr,,2022-2023,train
-37.229443240625926,-72.37889414082262,2020-12-09,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,9.64,synthetic_dnbr,,2020-2021,train
-37.6414433163539,-73.44414097195924,2022-02-12,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2021-2022,train
-37.83499615242472,-73.21194419799089,2021-05-11,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2020-2021,train
-36.71211288492209,-72.94502434484153,2022-02-12,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.94,synthetic_dnbr,,2021-2022,train
-37.50861126440687,-72.56555451513918,2022-04-03,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2021-2022,train
-37.26833286551904,-72.67305337634176,2021-03-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.0,synthetic_dnbr,,2020-2021,train
-37.67305552391076,-73.60138437830132,2021-03-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.4,synthetic_dnbr,,2020-2021,train
-37.425277584460126,-66.68416895022101,2023-03-30,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,2.3,synthetic_dnbr,,2022-2023,train
-36.95833544503717,-72.92249911686595,2021-12-25,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.6,synthetic_dnbr,,2021-2022,train
-37.04750096012566,-72.92416328973822,2020-11-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.48,synthetic_dnbr,,2020-2021,train
-37.6405571738212,-66.0697232890613,2023-02-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2022-2023,train
-37.1710972864142,-66.3949997822768,2023-04-10,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.15,synthetic_dnbr,,2022-2023,val
-37.58583679430115,-72.53805995741789,2021-12-21,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2021-2022,train
-37.15059705760247,-72.92109968897695,2021-02-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2020-2021,train
-37.5074981918188,-72.39805209256619,2021-01-22,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,3.5,synthetic_dnbr,,2020-2021,train
-37.58944830133301,-72.2830597616977,2022-03-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.35,synthetic_dnbr,,2021-2022,val
-37.60506802425089,-73.66084196096133,2021-01-01,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.18,synthetic_dnbr,,2020-2021,train
-37.60849932721633,-73.49322452204859,2021-03-27,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.27,synthetic_dnbr,,2020-2021,train
-37.25083322368539,-72.51833399352182,2022-04-13,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.8,synthetic_dnbr,,2021-2022,train
-37.01424864127226,-73.14361541295604,2021-01-11,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.6,synthetic_dnbr,,2020-2021,val
-37.62122050657072,-67.6625578212603,2022-11-27,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2022-2023,train
-37.62777699489446,-73.42555861235984,2022-02-08,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.17,synthetic_dnbr,,2021-2022,train
-37.66833538271671,-73.45499691336715,2022-02-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.28,synthetic_dnbr,,2021-2022,train
-37.49166761952605,-73.3336115301743,2020-11-23,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2020-2021,train
-37.73638494984285,-72.22916788931846,2021-01-04,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.1,synthetic_dnbr,,2020-2021,train
-37.20169906739677,-72.74579806377952,2022-02-07,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.24,synthetic_dnbr,,2021-2022,val
-37.5158622942944,-73.33266622056422,2020-12-22,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.11,synthetic_dnbr,,2020-2021,train
-37.624999190514565,-72.27888776129046,2022-04-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.22,synthetic_dnbr,,2021-2022,train
-37.654725180881954,-73.59091374047507,2021-01-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.85,synthetic_dnbr,,2020-2021,train
-37.47193949359193,-71.98972136983393,2023-01-22,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.21,synthetic_dnbr,,2022-2023,train
-37.39110812671553,-72.43805458809621,2020-11-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.35,synthetic_dnbr,,2020-2021,train
-37.4724440756381,-73.36200344851756,2021-02-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2020-2021,val
-36.62891341977244,-72.9357516694249,2020-10-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.88,synthetic_dnbr,,2020-2021,val
-37.67669007841579,-73.52394774827602,2021-01-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.44,synthetic_dnbr,,2020-2021,train
-37.30779808334809,-72.66080317760091,2022-03-08,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.43,synthetic_dnbr,,2021-2022,train
-37.47499883651673,-66.3436080278972,2023-01-02,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.43,synthetic_dnbr,,2022-2023,train
-37.50388899136445,-73.34194892555517,2020-11-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.8,synthetic_dnbr,,2020-2021,train
-36.63444067015231,-66.94055849202734,2022-12-16,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2022-2023,train
-37.56888896565397,-72.40694312351941,2021-11-27,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.55,synthetic_dnbr,,2021-2022,train
-37.44458128251432,-73.34938564500743,2020-11-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.12,synthetic_dnbr,,2020-2021,train
-37.73471991331222,-72.21778214218095,2022-01-06,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.5,synthetic_dnbr,,2021-2022,val
-36.73730505504556,-72.97500312768591,2022-02-10,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.25,synthetic_dnbr,,2021-2022,val
-37.56194612199726,-66.55750242915796,2022-11-30,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2022-2023,train
-37.39577678692292,-66.34461261765892,2023-03-03,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,2.2,synthetic_dnbr,,2022-2023,train
-37.14444528385456,-66.37194832497775,2022-12-31,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.53,synthetic_dnbr,,2022-2023,train
-37.57833452707192,-72.62083843120168,2022-02-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,7.0,synthetic_dnbr,,2021-2022,val
-37.74221872280281,-72.19582879311258,2021-11-22,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.5,synthetic_dnbr,,2021-2022,train
-37.59750020300568,-72.15750321302322,2022-02-11,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.8,synthetic_dnbr,,2021-2022,train
-37.26305687257639,-73.3336111423359,2022-02-15,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.67,synthetic_dnbr,,2021-2022,train
-37.63642014148317,-73.48264226441448,2021-02-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.0,synthetic_dnbr,,2020-2021,val
-37.12188965169238,-72.6916702289961,2021-10-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.95,synthetic_dnbr,,2021-2022,train
-37.49555155054095,-72.3319432992147,2021-01-06,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,2.45,synthetic_dnbr,,2020-2021,train
-36.80027806135804,-66.84666628523964,2023-02-02,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,25003.41,synthetic_dnbr,,2022-2023,train
-36.65305845013691,-72.78277496709634,2021-12-21,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.9,synthetic_dnbr,,2021-2022,train
-37.85055271142276,-72.1463876410684,2021-02-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2020-2021,val
-37.60410937256379,-73.43772567397575,2021-11-28,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.3,synthetic_dnbr,,2021-2022,train
-37.68394675632981,-73.54363832460291,2021-01-13,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.146,synthetic_dnbr,,2020-2021,train
-36.69083159204952,-72.77166293557323,2021-03-25,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2020-2021,train
-36.70583437201402,-72.71444506783551,2022-02-07,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.4,synthetic_dnbr,,2021-2022,train
-36.64417096036558,-72.91958485012721,2021-11-25,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2021-2022,train
-37.51011071883016,-73.32555339499984,2021-01-03,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.38,synthetic_dnbr,,2020-2021,train
-37.656940853730106,-72.15777555415994,2020-12-20,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.45,synthetic_dnbr,,2020-2021,train
-37.41083368708138,-66.23806105324853,2022-12-04,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.0,synthetic_dnbr,,2022-2023,val
-37.73611405134569,-72.25222170070852,2021-01-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,2.0,synthetic_dnbr,,2020-2021,train
-37.34250168367254,-66.18000545451378,2022-12-14,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.52,synthetic_dnbr,,2022-2023,train
-37.3674988322533,-66.63888579984179,2022-11-19,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.14,synthetic_dnbr,,2022-2023,train
-37.54361054339064,-72.30194950350355,2022-02-20,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.45,synthetic_dnbr,,2021-2022,train
-37.38341372158144,-73.47786198906127,2021-02-23,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.8,synthetic_dnbr,,2020-2021,train
-37.487222765707656,-66.14277216925643,2023-02-02,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,3.25,synthetic_dnbr,,2022-2023,train
-37.60277650227346,-72.28388853908176,2021-01-13,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,3.5,synthetic_dnbr,,2020-2021,train
-36.77441758647753,-73.09477335038855,2020-12-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.25,synthetic_dnbr,,2020-2021,val
-37.323361170125565,-73.27071702915542,2021-04-03,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.24,synthetic_dnbr,,2020-2021,train
-36.621114774203285,-72.94083489242321,2022-01-15,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.25,synthetic_dnbr,,2021-2022,train
-37.63358322755804,-73.45571687685779,2022-01-30,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.43,synthetic_dnbr,,2021-2022,val
-37.4733300541854,-66.3900005036945,2023-01-31,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.32,synthetic_dnbr,,2022-2023,train
-37.55499941144086,-72.71083407899447,2021-02-28,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,9.7,synthetic_dnbr,,2020-2021,train
-37.490003500930335,-66.33805528042349,2023-01-31,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2022-2023,train
-37.48836205660675,-73.34144397463656,2021-01-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.16,synthetic_dnbr,,2020-2021,val
-37.81750124984138,-72.40972620012649,2022-01-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2021-2022,train
-37.59750259639693,-71.92166674413853,2023-02-20,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.58,synthetic_dnbr,,2022-2023,train
-37.50166291143889,-66.59277986532334,2023-01-25,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.28,synthetic_dnbr,,2022-2023,train
-37.67516542399939,-73.54777869777585,2020-11-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.12,synthetic_dnbr,,2020-2021,train
-37.59999942379278,-72.27639028134263,2021-03-28,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2020-2021,train
-37.37583254256649,-66.6347173255785,2022-12-21,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.11,synthetic_dnbr,,2022-2023,train
-37.59083541161075,-72.53749885068977,2022-03-09,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.13,synthetic_dnbr,,2021-2022,train
-37.43316346899556,-72.65586560563787,2020-11-06,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,19.45,synthetic_dnbr,,2020-2021,val
-37.59444769674308,-72.48110577372088,2022-04-13,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.14,synthetic_dnbr,,2021-2022,train
-37.69610739342783,-72.1952771358881,2022-02-20,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.5,synthetic_dnbr,,2021-2022,val
-37.35961347184645,-66.26552133880666,2023-04-01,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.8,synthetic_dnbr,,2022-2023,train
-37.53111192964671,-72.34044104783332,2021-01-12,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.34,synthetic_dnbr,,2020-2021,val
-37.473170459291886,-72.38116448512282,2021-01-13,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.28,synthetic_dnbr,,2020-2021,train
-37.05478556979323,-73.12903238567354,2020-11-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.6,synthetic_dnbr,,2020-2021,train
-37.3118365784409,-66.22607564448379,2023-04-09,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.15,synthetic_dnbr,,2022-2023,train
-37.59750174569724,-73.44444494597221,2022-01-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,3.9,synthetic_dnbr,,2021-2022,val
-37.52528307763834,-72.57389454143811,2020-10-28,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2020-2021,val
-37.00163477487178,-73.14102294165033,2022-02-17,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2021-2022,train
-36.6030821885844,-72.91304279972213,2020-12-21,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2020-2021,train
-37.81102972081652,-73.3005810230182,2021-02-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.47,synthetic_dnbr,,2020-2021,train
-37.26972009123534,-72.71416983023866,2022-01-26,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.82,synthetic_dnbr,,2021-2022,train
-36.671392004645405,-72.96027332318683,2022-03-01,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.2,synthetic_dnbr,,2021-2022,train
-37.31777782477705,-72.6824968455735,2022-01-03,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.1,synthetic_dnbr,,2021-2022,train
-37.43389169318812,-66.05416730430488,2022-11-04,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.94,synthetic_dnbr,,2022-2023,train
-37.86312499816204,-73.3920309724454,2020-12-21,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.18,synthetic_dnbr,,2020-2021,train
-37.77329915392224,-66.44420260969784,2022-12-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2022-2023,val
-37.12638879728069,-72.33416209937177,2021-04-05,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.65,synthetic_dnbr,,2020-2021,train
-37.46666896449975,-72.39277596479988,2021-03-27,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2020-2021,val
-37.600003761836966,-72.48472381712708,2022-03-16,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2021-2022,train
-37.58309738555282,-66.53719906628376,2022-11-23,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.17,synthetic_dnbr,,2022-2023,train
-37.15749686497438,-72.91780287403695,2022-02-10,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.22,synthetic_dnbr,,2021-2022,train
-37.59999582091165,-73.6649995809594,2022-03-13,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.45,synthetic_dnbr,,2021-2022,train
-37.83279662746447,-66.01859706768425,2023-01-02,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.4,synthetic_dnbr,,2022-2023,train
-37.01972053626169,-72.52556063254308,2021-01-03,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.76,synthetic_dnbr,,2020-2021,train
-38.25079975272831,-73.21021134588983,2021-01-16,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,3.09,synthetic_dnbr,,2020-2021,train
-37.71999899771163,-72.23472457655559,2022-01-11,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.3,synthetic_dnbr,,2021-2022,val
-37.53472046445344,-72.42555369414703,2021-03-02,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.73,synthetic_dnbr,,2020-2021,train
-37.97780183022714,-66.05999648080522,2022-10-18,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.17,synthetic_dnbr,,2022-2023,train
-37.69694428366914,-73.51055918179618,2021-12-09,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.9,synthetic_dnbr,,2021-2022,train
-37.58615206429032,-66.28157176349373,2023-04-19,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2022-2023,train
-36.9688619181031,-73.14844779166614,2022-01-14,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.15,synthetic_dnbr,,2021-2022,train
-37.51049662838541,-73.33883851117746,2021-01-04,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,11.94,synthetic_dnbr,,2020-2021,train
-36.54499853139937,-66.89500151168241,2022-10-11,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.0,synthetic_dnbr,,2022-2023,val
-36.63139212535384,-72.94722651082547,2020-09-14,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.21,synthetic_dnbr,,2020-2021,train
-37.48833564383271,-72.49194698904242,2021-01-06,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.5,synthetic_dnbr,,2020-2021,val
-37.79222429369747,-72.19721989532034,2022-03-27,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.5,synthetic_dnbr,,2021-2022,val
-36.70000200525568,-66.66472155633129,2023-03-22,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.12,synthetic_dnbr,,2022-2023,train
-36.71664315560287,-72.96844780521116,2021-11-24,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.2,synthetic_dnbr,,2021-2022,train
-38.14186452722196,-73.39513952012082,2021-03-15,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,0.15,synthetic_dnbr,,2020-2021,val
-36.6534185922577,-72.86812551151942,2021-01-02,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.15,synthetic_dnbr,,2020-2021,train
-37.71222316999865,-72.22860538364841,2021-12-22,1.0,Biobio,Incendios intencionales 2.1.11. Otros intencionales no clasificados,1.87,synthetic_dnbr,,2021-2022,val
